id,articulo,descripcion,id_user_id
54460,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54461,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54462,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
54463,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54465,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54471,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54472,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54474,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
60858,PANTALLA LED,32 PLG PLASTICO NEGRO,1
60981,PANTALLA LED,32 PLG PLASTICO NEGRO,1
61053,MESA MULTIUSOS MADERA GRIS,,1
61461,PERCHERO MADERA,CAFE,1
63355,GABINETE MADERA,CAFE 2 PUERTAS,1
64158,SILLA SEMIEJECUTIVA,RESPALDO EN MALLA Y ASIENTO EN TELA COLOR NEGRO,1
64159,SILLA SEMIEJECUTIVA,RESPALDO EN MALLA Y ASIENTO EN TELA COLOR NEGRO,1
65062,TRITURADORA DE DOCUMENTOS,,1
66197,SOFA 3 PLAZAS,VINIL NEGRO,1
66242,MESA,CUBIERTA CAFE CON ESTRUCTURA DE METAL GRIS,1
67110,LIBRERO MADERA,VINO 5 ENTREPAÑOS,1
70628,CAMARA,CUVA-V3-24 BUN,1
73215,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
3836,PERCHERO,MADERA VINO,1
3892,PERCHERO,MADERA VINO,1
4390,LIBRERO,3 ENTREPAÑOS MADERA VINO,1
4414,CREDENZA,4 CAJONES 2 GAVETAS MADERA VINO,1
6395,SILLON 1 PLAZA,VINIL NEGRO,1
10370,MESA MULTIUSOS,MADERA CAFE,1
23584,SILLON 2 PLAZAS,VINIL NEGRO,1
23911,LIBRERO,6 ENTREPAÑOS FORMAICA GRIS,1
32984,FAX,PLASTICO GRIS,1
34956,REPRODUCTOR,DVD METAL GRIS,1
39646,ARCHIVERO MADERA,4 GAVETAS VINO,1
40265,ARCHIVERO MADERA,2 CAJONES 1 GAVETA VINO,1
40266,ARCHIVERO MADERA,2 CAJONES 1 GAVETA VINO,1
54475,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
54476,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54477,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54478,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54479,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54480,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54481,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54482,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54483,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
54484,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54486,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54492,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54493,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54494,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54495,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
60897,PANTALLA LED,32 PLG PLASTICO NEGRO,1
60994,PANTALLA LED,32 PLG PLASTICO NEGRO,1
61065,GUILLOTINA,DE 30 X 35 CM MADERA CAFE,1
73216,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
7729,SILLON SEMIEJECUTIVO,VINIL NEGRO,1
32136,SOFA 2 PLAZAS,PIEL NEGRO,1
39361,PERCHERO MADERA,CAFE,1
50856,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
51176,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54496,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
54497,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54498,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54499,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54500,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54501,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54502,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54503,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54504,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
54505,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54507,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54513,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54514,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54515,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54516,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
60403,GUILLOTINA,DE 35 X 30 CM MADERA CAFE,1
60899,PANTALLA LED,32 PLG PLASTICO NEGRO,1
60985,PANTALLA LED,32 PLG PLASTICO NEGRO,1
61697,PERCHERO MADERA CAFE,,1
64684,LIBRERO,2 PUERTAS 3 ENTREPAÑOS MADERA CAFE,1
73217,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
5477,LIBRERO,3 ENTREPAÑOS MADERA GRIS,1
7935,SOFA 2 PLAZAS,VINIL NEGRO,1
33288,PERCHERO,MADERA VINO,1
39659,LIBRERO,3 ENTREPAÑOS 2 PUERTAS MADERA VINO,1
43683,PERCHERO MADERA CAOBA,,1
48982,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
48983,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
48984,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
48987,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54517,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
54519,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54523,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54526,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54528,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54534,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54535,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54536,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54537,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54987,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
55199,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
56855,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
60839,PANTALLA LED,32 PLG PLASTICO NEGRO,1
60917,PANTALLA LED,32 PLG PLASTICO NEGRO,1
64770,MESA DE TRABAJO,MADERA VINO,1
73218,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
76130,GUILLOTINA,MADERA CAFE,1
77938,SILLON EJECUTIVO,"RESPALDO EN MALLA MESH, CON DESCANSABRAZOS Y BASE CON RODAJAS, COLOR NEGRO",1
78620,SILLON EJECUTIVO,"PIEL NEGRO, RESPALDO ALTO CON CABECERA, BASE CON RODAJAS",1
8728,MODULO DE RECEPCION,MADERA CAFE,1
11532,SILLA TIPO TRINEO,PIEL VERDE,1
32143,SILLON TIPO CHAISE LOUNGE,PIEL NEGRO,1
40771,SILLA APILABLE,PLASTICO NEGRO,1
60648,SILLA APILABLE,PLASTICO NEGRO,1
3903,CREDENZA,4 CAJONES 1 GAVETA 1 ENTREPAÑO MADERA VINO,1
33568,SOFA 2 PLAZAS,VINIL NEGRO,1
47533,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54383,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54547,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54549,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54555,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54557,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54558,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
55287,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
55631,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
60388,TRITURADORA PLASTICO GRIS,,1
60804,MESA MULTIUSOS MADERA CAFE,,1
60924,PANTALLA LED,32 PLG PLASTICO NEGRO,1
66254,PERCHERO MADERA,CAFE,1
67099,LIBRERO MADERA,CAFE 4 ENTREPAÑOS,1
73219,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
75873,SILLA SECRETARIAL,"PLIANA NEGRA, BASE GIRATORIA DE 5 PUNTAS",1
75874,SILLA SECRETARIAL,"PLIANA NEGRA, BASE GIRATORIA DE 5 PUNTAS",1
75875,SILLA SECRETARIAL,"PLIANA NEGRA, BASE GIRATORIA DE 5 PUNTAS",1
75876,SILLA SECRETARIAL,"PLIANA NEGRA, BASE GIRATORIA DE 5 PUNTAS",1
75877,SILLA SECRETARIAL,"PLIANA NEGRA, BASE GIRATORIA DE 5 PUNTAS",1
75878,SILLA SECRETARIAL,"PLIANA NEGRA, BASE GIRATORIA DE 5 PUNTAS",1
76197,PANTALLA LED,DE 32 PLG PLASTICO NEGRO,1
3633,SILLON 2 PLAZAS,VINIL NEGRO,1
4087,PERCHERO,MADERA VINO,1
11155,LIBRERO,6 ENTREPAÑOS MADERA VINO,1
16753,MESA DE TRABAJO MADERA,CAFE,1
46631,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
46640,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
51866,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
52650,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54327,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54559,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
54560,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54567,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
54572,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54574,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
55331,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
55594,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
55616,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
56056,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
60901,PANTALLA LED,32 PLG PLASTICO NEGRO,1
60925,PANTALLA LED,32 PLG PLASTICO NEGRO,1
62695,SILLA SEMIEJECUTIVA,RESPALDO EN MALLA Y ASIENTO EN TELA COLOR NEGRO,1
64578,GUILLOTINA,MADERA GRIS,1
65882,SILLA SEMIEJECUTIVA,RESPALDO EN MALLA Y ASIENTO EN TELA COLOR NEGRO,1
73220,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
3054,ESCRITORIO,MADERA VINO,1
9336,ARCHIVERO MADERA,3 GAVETAS VINO,1
23917,LIBRERO,8 ENTREPAÑOS MADERA VINO,1
31239,PERCHERO MADERA,CAFE,1
38472,ARCHIVERO MADERA,5 GAVETAS VINO,1
54581,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54583,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54584,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54585,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54586,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
54588,MESA FENG CUADRADA,"ACABADA EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, HABILITADA PARA CONEXIONES.",1
54589,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54591,MODULO TEC,"FORMADO POR MAMPARAS METALICAS, BIOMBOS LATERALES DE ACRILICO, CUBIERTAS EN LAMINADO PLASTICO, GABINETE A PANEL CON FRENTE EN LAMINADO PLASTICO, 2 MODULOS EN L.",1
54597,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54598,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54599,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
54600,SILLA DOS OPERATIVA,"ELEVACION NEUMATICA, RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, NEGRO, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
55284,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
55285,SILLA DIS DE VISITA,"RESPALDO EN MALLA, ASIENTO TAPIZADO EN TELA IMPORTADA, BASE METALICA PINTADA CON REGATONES Y BRAZOS.",1
60246,TRITURADORA DE DOCUMENTOS,PLASTICO GRIS,1
60256,GUILLOTINA DE 35 X 30 CM MADERA CAFE,,1
60288,PERCHERO DE PEDESTAL MADERA CEREZO,,1
60978,PANTALLA LED,32 PLG PLASTICO NEGRO,1
60983,PANTALLA LED,32 PLG PLASTICO NEGRO,1
61066,MESA MULTIUSOS MADERA VINO,,1
64147,MESA MULTIUSOS,UN ENTREPAÑO MADERA NEGRO,1
65285,SOFA 3 PLAZAS,VINIL NEGRO,1
73221,CAPSULA TRANSPORTADORA DE DOCUMENTOS,"PARA SISTEMA NEUMATICO DE ENVIO, DE POLICARBONATO Y PLASTICO EN 160 MM DE DIAMETRO CON CAPACIDAD MAXIMA PARA TRANSPORTAR 1 KG DE PESO UNICAMENTE EN PAPEL",1
3736,ARCHIVERO MADERA,4 GAVETAS VINO,1
12531,ARCHIVERO MADERA,3 GAVETAS CAFE,1
32968,FAX,PLASTICO GRIS,1
33553,MESA MULTIUSOS,MADERA VINO,1
54601,MODULO FENG AUTOSOPORTADO,"ACABADO EN CHAPA DE MADERA CON ESTRUCTURA DE ALUMINIO PINTADO, FORMADO POR ESCRITORIO RECTO, CREDENZA LATERAL CON CAJONERA Y UN CONTENEDOR O CAJONERA",1
54602,SILLA DIS EJECUTIVA,"RESPALDO ALTO EN MALLA, ASIENTO TAPIZADO EN PIEL, ELEVACION NEUMATICA, BASE DE 5 PUNTAS CON RODAJAS Y BRAZOS.",1
